author,affiliation,city,country,count
Suresh Anthony,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,8
Suresh Thalamati,"IBM Almaden Research Center, San Jose , CA, USA",San Jose,United States,4
Suresh Venkatasubramanian,"School of Computing, University of Utah, Salt Lake City, UT, USA",Salt Lake City,United States,2
Suresha,"Database Systems Lab, Indian Institute of Science, Bangalore, India",Bengaluru,India,6
Surya Kallumadi,"Kansas State University, Manhattan, KS, USA",Manhattan,United States,14
Susan B. Davidson,"The Wharton School, University of Pennsylvania, Philadelphia, PA",Philadelphia,United States,3
Susan B. Davidson,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,13
Susan Kotsovolos,Oracle Corporation,Mesa,United States,11
Susan L. Price,"Microsoft, Redmond, WA, USA",Redmond,United States,8
Susanne E. Hambrusch,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,6
Suzanne M. Embury,"The University of Manchester, Manchester, United Kingdom",Manchester,United Kingdom,7
Suzanne M. Embury,"University of Manchester, Manchester, United Kingdom",Manchester,United Kingdom,5
Suzanne Rivoire,"Stanford University, Stanford, CA",Stanford,United States,4
Svilen R. Mihaylov,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,7
Swaroop Rath,"Department of Statistics, University of Oxford, OX1 3TG, UK",Oxford,United Kingdom,4
T. M. Murali,"Boston University, Boston, MA",Boston,United States,4
Tam Minh Tran,"IBM Silicon Valley Laboratory, San Jose, CA",San Jose,United States,5
Tamara G. Kolda,"Sandia National Laboratories, Livermore, CA",Livermore,United States,3
Tamraparni Dasu,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,6
Tanu Malik,The Johns Hopkins University,Baltimore,United States,8
Tanuja Joshi,"Tata Motors Research Division, Tata Motors, Pune, India",Pune,India,4
Tao Cheng,"UIUC, Urbana, IL",Chicago,United States,3
Tao Cheng,"University of Illinois at Urbana-Champaign, Champaign, IL, USA",Champaign,United States,3
Tao Li,"Florida International University, Miami, FL",Miami,United States,2
Tao Tao,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,14
Tapas Kanungo,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,2
Ugur Çetintemel,"Brown University, Providence, RI",Providence,United States,18
Tei-Wei Kuo,"Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan, ROC",Rochester,United States,5
Thanh Hoang Nguyen,"University of Utah, Salt Lake City, UT, USA",Salt Lake City,United States,5
Thanh T. L. Tran,"University of Massachusetts, Amherst, Amherst, MA, USA",Amherst,United States,5
Thanh Tran,"Institute AIFB, Universität Karlsruhe, Karlsruhe, Germany",Karlsruhe,Germany,11
Theo Härder,"Fraunhofer Institute for Experimental Software Engineering, Kaiserslautern, Germany",Kaiserslautern,Germany,3
Theo Vassilakis,"Microsoft Research, Redmond, WA",Redmond,United States,6
Theodore Johnson,"AT&T Laboratories - Research, Florham Park, NJ, USA",Florham Park,United States,4
Theodore Johnson,"AT&T Labs - Research, Florham Park, NJ, USA",Florham Park,United States,3
Theodore Johnson,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,28
Thierry Cruanes,"Arizona State University at Polytechnic Campus, I3DEA, 878609, 7001 E. Williams Field Rd. Bldg. 140, 85212, Mesa, AZ, USA",Mesa,United States,3
Thierry Cruanes,"Oracle, Redwood Shores, CA, USA",Redwood City,United States,7
Thilo W. Goetz,"IBM Software - Germany, Boeblingen, Germany",Böblingen,Germany,13
Thomas Baby,"Computer Science Department, University of Maryland, College Park, Maryland",College Park,United States,3
Thomas Baby,"Oracle, Redwood Shores",Redwood City,United States,6
Thomas Beavin,"IBM Silicon Valley Lab, San Jose, CA",San Jose,United States,7
Thomas J. Johnston,"University of Illinois Urbana-Champaign, Urbana, IL, USA",Champaign,United States,14
Thomas Neumann,"DFKI, Stuhlsatzenhausweg 3, 66123 Saarbrücken, Germany",Saarbrücken,Germany,7
Thomas Neumann,"Max-Planck Institute for Informatics, Saarbrücken, Germany",Saarbrücken,Germany,4
Thomas Seidl,"Department of Statistics, University of Munich, Ludwigstraíe 33, D-80539 München, Germany",Munich,Germany,4
Thomas Seidl,"RWTH Aachen University, Aachen, Germany",Aachen,Germany,4
Thomas Seidl,"RWTH Aachen University, Germany",Aachen,Germany,3
Thorsten Ehm,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,4
Tian He,"University of Minnesota, Minneapolis, MN, USA",Minneapolis,United States,3
Tian Xia,Northeastern University,Boston,United States,2
Tiankai Tu,"Carnegie Mellon University, Pittsburgh, PA",Pittsburgh,United States,6
Tianyi Wu,"University of Illinois at Urbana-Champaign, Urbana, IL, USA",Champaign,United States,7
Tianyi Wu,"University of Illinois, Urbana-Champaign, Urbana, IL, USA",Champaign,United States,3
Tiffany Dohzen,"MIT, Cambridge, MA",Cambridge,United States,5
Tijl De Bie,"University of Bristol, Bristol, United Kingdom",Bristol,United Kingdom,7
Till Westmann,"BEA Systems, Inc., San Jose, CA",San Jose,United States,4
Till Westmann,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,8
Till Westmann,"SAP, Walldorf, Germany",Sankt Leon-Rot,Germany,8
Tim Kaldewey,"Department of Computer Engineering, Santa Clara University, Santa Clara, CA",Santa Clara,United States,9
Tim Kraska,"UC Berkeley, Berkeley, CA, USA",Berkeley,United States,5
Tim Sturge,"Metaweb Technologies, San Francisco, CA, USA",San Francisco,United States,5
Tim Weninger,"University of Illinois Urbana-Champaign, Urbana, IL, USA",Champaign,United States,14
Timothy Malkemus,"IBM T.J. Watson Research Center, Hawthorne, New York",Hawthorne,United States,5
Timothy Roscoe,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,10
Timothy Roscoe,Intel Research Berkeley,Berkeley,United States,9
Ting Yu,University of Illinois,Urbana,United States,5
Tingjian Ge,"Brown Univ., Providence, RI",Providence,United States,3
Tirthankar Lahiri,Oracle Corporation,Mesa,United States,4
Tiziana Catarci,"Dipartimento di Informatica e Sistemistica, Università di Roma ""La Sapienza"", Via Salaria, 113, Roma, Italy",Rome,Italy,2
Tobias Emrich,"Ludwig-Maximillians-Universität München, München, Germany",Munich,Germany,5
Tobias Mayr,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,5
Todd C. Mowry,Intel Research Pittsburgh,Pittsburgh,United States,6
Todd C. Mowry,"Learning Research and Development Center, University of Pittsburgh, 3939 O'Hara St., Pittsburgh, PA 15260, USA. E-mail: forbesk@cs.pitt.edu",Pittsburgh,United States,4
Todd C. Mowry,"School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Pittsburgh,United States,3
Todd J. Green,"University of Pennsylvania, Philadelphia, PA",Philadelphia,United States,6
Todd Jeffrey Green,"The Wharton School, University of Pennsylvania, Philadelphia, PA",Philadelphia,United States,3
Tolga Bozkaya,"University of Calgary, Department of Computer Science, 513, 2500 University Drive N.W., 5600 MB, Calgary, Alberta, Canada",Calgary,Canada,15
Tolga Urhan,"BEA Systems, Inc., San Jose, CA",San Jose,United States,5
Tom Schreiber,"Universität Tübingen, Tübingen, Germany",Tübingen,Germany,4
Topher ZiCornell,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,13
Torsten Grabs,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,4
Torsten Grust,"Technische Universität München, Germany",Munich,Germany,6
Torsten Grust,"Technische Universität München, Munich, Germany",Munich,Germany,13
Torsten Grust,"University of Konstanz, D-78457 Konstanz, Germany",Konstanz,Germany,1
Torsten Grust,"Universität Tübingen, Tübingen, Germany",Tübingen,Germany,4
Torsten Suel,"Purdue University, Sunnyvale",Sunnyvale,United States,3
Trevor Jim,"AT&T Labs Research, Florham Park, NJ",Florham Park,United States,5
Tristan Snowsill,"University of Bristol, Bristol, United Kingdom",Bristol,United Kingdom,7
Tuan Cao,"Cornell University, Ithaca, NY, USA",Ithaca,United States,12
Tuong C. Truong,"IBM Silicon Valley Lab, San Jose CA",San Jose,United States,14
Tyson Condie,UC Berkeley,Berkeley,United States,9
Tyson Condie,"University of California at Berkeley, Berkeley, CA, USA",Berkeley,United States,8
Ugur Çetintemel,Brown University,Providence,United States,21
Ugur Çetintemel,"Brown University, Providence, RI, USA",Providence,United States,8
Ulf Leser,"Humboldt-Universität zu Berlin, Berlin, Germany",Berlin,Germany,2
Ullas Nambiar,"IBM India Research Lab, New Delhi, India",New Delhi,India,4
Umar Farooq Minhas,"University of Waterloo, Waterloo, ON, Canada",Waterloo,Canada,6
Umeshwar Dayal,"HP, Palo Alto, USA",Palo Alto,United States,8
Umeshwar Dayal,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,8
Uri Shaft,"Oracle, Redwood Shores, CA, USA",Redwood City,United States,7
Utkarsh Srivastava,Stanford University,Stanford,United States,3
Utkarsh Srivastava,"Yahoo! Research, Santa Clara, CA, USA",Santa Clara,United States,19
V. Prasad Chakka,"University of Michigan, Ann Arbor, MI",Ann Arbor,United States,3
V. S. Subrahmanian,"University of Maryland, College Park, MD",College Park,United States,3
Vagelis Hristidis,"Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA",La Jolla,United States,3
Vagelis Hristidis,FIU,Miami,United States,4
Vagelis Hristidis,"Florida International University, Miami, FL",Miami,United States,3
Vagelis Hristidis,"Florida International University, Miami, FL, USA",Miami,United States,4
Val Tannen,"University of Pennsylvania, Philadelphia, PA",Philadelphia,United States,6
Val Tannen,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,3
Valter Crescenzi,"Università Roma Tre, Via della Vasca Navale, 79 00149 Roma, Italy",Rome,Italy,3
Vamsidhar Thummala,"Duke University, Durham, NC, USA",Durham,United States,2
Vanja Josifovski,"IBM Almaden Research Center, San Jose CA",San Jose,United States,14
Vanja Josifovski,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,4
Vasilis Vassalos,New York University,New York,United States,3
Vasiliy Malakhov,"North Dakota State University, Fargo",Fargo,United States,9
Vassilis Athitsos,"Boston University, Boston, MA",Boston,United States,4
Vassilis Athitsos,"University of Texas at Arlington, Arlington, TX, USA",Arlington,United States,5
Vassilis Papadimos,"Portland State University, Portand, OR",Portland,United States,6
Vassilis Papadimos,"Portland State University, Portland, OR",Portland,United States,5
Vellanki B. N. Rao,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,13
Venkatesh Ganti,"Google, Mountain View, CA, USA",Mountain View,United States,6
Venkatesh Ganti,Microsoft Research,Mountain View,United States,8
Venkatesh Ganti,"Microsoft Research, Redmond, WA",Redmond,United States,10
Venkatesh Ganti,"Microsoft Research, Redmond, WA, USA",Redmond,United States,4
Venkatesh Raghavan,"Worcester Polytechnic Institute, Worcester, MA, USA",Worcester,United States,5
Venkateshwar R. Korukanti,"University of Minnesota, Minneapolis, MN, USA",Minneapolis,United States,4
Venkateshwaran Venkataramani,"Oracle, Redwood Shores",Redwood City,United States,11
Venu Satuluri,"The Ohio State University, Columbus, OH, USA",Columbus,United States,3
Vibhor Rastogi,"University of Washington, Seattle, WA, USA",Seattle,United States,2
Vibhuti S. Sengar,"Indian Institute of Science, Bangalore, INDIA",Bangalore,India,2
Vibhuti S. Sengar,"Nokia Design, Bangalore, India",Bangalore,India,4
Victor Vianu,"University of California, San Diego",San Diego,United States,9
Victor W. Lee,"Intel Corporation, Santa Clara, CA, USA",Santa Clara,United States,16
Victoria Eastwood,"Infobright Inc., Toronto, Canada",Toronto,Canada,2
Vijay Raghavan,"Webscalers, LLC, Lafayette, LA",Lafayette,United States,9
Vijay Raghavan,"Webscalers, LLC, Lafayette, LA and University of Louisiana at Lafayette, Lafayette, LA",Lafayette,United States,7
Vijayanand Sankarasubramanian,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,13
Vijayshankar Raman,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,13
Vijayshankar Raman,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,19
Vikas Arora,"Arizona State University at Polytechnic Campus, I3DEA, 878609, 7001 E. Williams Field Rd. Bldg. 140, 85212, Mesa, AZ, USA",Mesa,United States,3
Vikas Arora,Oracle Corporation,Mesa,United States,11
Vikas Arora,"Oracle, RedWood Shores, CA",Redwood City,United States,5
Vikas Arora,"Oracle, Redwood Shores",Redwood City,United States,6
Viktoriya Sokolova,"Computer Science Department, Columbia University",Columbia,United States,5
Vinayak R. Borkar,"BEA Systems, Inc., San Jose, CA",San Jose,United States,5
Vinayak R. Borkar,"Indian Institute of Technology, Bombay",Mumbai,India,3
Vinayak R. Borkar,"University of California, Irvine, Irvine, CA, USA",Irvine,United States,16
Vincent Oria,New Jersey Inst. of Technology,Newark,United States,3
Vincenzino Lio,"Università della Calabria, Rende, Italy",Rende,Italy,16
Vineet Rao,"Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ont., Canada N2L 3G1",Waterloo,Canada,6
Vineet Sinha,"MIT Computer Science and Artificial Intelligence Laboratory (CSAIL), Cambridge, MA",Cambridge,United States,2
Vinod G,"Teradata, Hyderabad, India",Hyderabad,India,6
Vipin Kumar,"Department of Computer Science, University of Minnesota, Minneapolis, MN",Minneapolis,United States,3
Vishal Sikka,"SAP Labs, Palo Alto, CA",Palo Alto,United States,1
Viswanathan Krishnamurthy,Oracle Corporation,Mesa,United States,11
Vivek R. Narasayya,Microsoft Research,Mountain View,United States,8
Vivek R. Narasayya,"Microsoft Research, One Microsoft Way, Redmond, WA",Redmond,United States,6
Vivek R. Narasayya,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,3
Vivek R. Narasayya,"Microsoft Research, Redmond, WA",Redmond,United States,6
Vivek R. Narasayya,"Microsoft Research, Redmond, WA, USA",Redmond,United States,9
Vivek R. Narasayya,"NAS Division, NASA Ames Research Center, Moffett Field, CA, USA",Mountain View,United States,9
Vivian Chu,"IBM Research - Almaden, San Jose, CA, USA",San Jose,United States,15
Vivian Chu,"IBM research - Almaden, San Jose, USA",San Jose,United States,13
Vladimir Bychkovsky,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Cambridge,United States,10
Vladimir Zadorozhny,"University of Pittsburgh, Pittsburgh, PA",Pittsburgh,United States,5
Vladislav Shkapenyuk,"AT&T Laboratories - Research, Florham Park, NJ, USA",Florham Park,United States,4
Vladislav Shkapenyuk,"AT&T Labs - Research, Florham Park, NJ, USA",Florham Park,United States,3
Vladislav Shkapenyuk,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,4
Vladislav Shkapenyuk,CMU,Pittsburgh,United States,4
Vladislav Shkapenyuk,"Learning Research and Development Center, University of Pittsburgh, 3939 O'Hara St., Pittsburgh, PA 15260, USA. E-mail: forbesk@cs.pitt.edu",Pittsburgh,United States,9
Vladislav Shkapenyuk,"Rutgers University, Piscataway, NJ",Piscataway Township,United States,3
Volker Hudlet,"Fraunhofer Institute for Experimental Software Engineering, Kaiserslautern, Germany",Kaiserslautern,Germany,2
Volker Markl,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,17
Volker Markl,"IBM Almaden Research Center, San Jose, CA, USA",San Jose,United States,5
Volker Markl,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,12
Vuk Ercegovac,"IBM Almaden Research Center, San Jose, CA, USA",San Jose,United States,6
Vuk Ercegovac,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,5
Wai Fu Fung,"Cornell University, Ithaca, NY",Ithaca,United States,3
Wai Kit Wong,"The University of Hong Kong, Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,7
Wai-Shing Ho,"The University of Hong Kong, Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,6
Walid G. Aref,"Purdue University, West Lafayette, IN",West Lafayette,United States,3
Walid G. Aref,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,4
Walid G. Aref,"Purdue University, West Lafayette, Indiana",West Lafayette,United States,5
Walker M. White,"Cornell University, Ithaca, NY",Ithaca,United States,15
Walker M. White,"Cornell University, Ithaca, NY, USA",Ithaca,United States,21
